,Brand,Product Name,Price(₹),Availability,Expected Delivery,Return Policy,Exchange,Product Url
13,Mi,Mi 125.7 cm (50 Inches) 4K Ultra HD Android Smart LED TV 4X | L50M5-5AIN (Black),"30,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Mi-125-7-Inches-Ultra-Android/dp/B07X841RGL/ref=sr_1_14?keywords=TV&qid=1659374043&sr=8-14
14,LG,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"14,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_15?keywords=TV&qid=1659374043&sr=8-15
15,VW,VW 60 cm (24 inches) HD Ready Smart LED TV VW24S (Black) (2021 Model),"7,299",Available," Tue, 9 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/inches-Ready-Smart-VW24S-Black/dp/B08Z35H8L6/ref=sr_1_16?keywords=TV&qid=1659374043&sr=8-16
16,Samsung,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"15,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_17?keywords=TV&qid=1659374043&sr=8-17
17,TCL,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),"19,990",Available,+,10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/TCL-inches-Certified-Android-40S6505/dp/B09T3KB6JZ/ref=sr_1_18?keywords=TV&qid=1659374043&sr=8-18
18,Samsung,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),"34,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA43AUE65AKXXL/dp/B0B15CPR37/ref=sr_1_19?keywords=TV&qid=1659374043&sr=8-19
19,Hyundai,Hyundai 80 cm (32 inches) HD Ready Smart LED TV SMTHY32ECVRY1W (Black),"11,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Hyundai-inches-Ready-Smart-SMTHY32ECVRY1W/dp/B0B4VRBD36/ref=sr_1_20?keywords=TV&qid=1659374043&sr=8-20
20,iFFALCON,iFFALCON 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43U61 (Black),"22,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A067545912AYZYSQCEADM&url=%2FiFFALCON-inches-Certified-Android-43U61%2Fdp%2FB0995P5FGC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DTV%26qid%3D1659374043%26sr%3D8-21-spons%26psc%3D1&qualifier=1659374043&id=3383819219083602&widgetName=sp_btf
21,Foxsky,Foxsky 101.6 cm (40 inches) Full HD Smart LED TV 40FS (Black),"14,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A05106272S8F0R7KTH6RB&url=%2FFoxsky-101-6-inches-Smart-Assistant%2Fdp%2FB08QX17ZJ3%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DTV%26qid%3D1659374043%26sr%3D8-22-spons%26psc%3D1&qualifier=1659374043&id=3383819219083602&widgetName=sp_btf
22,AmazonBasics,AmazonBasics 139 cm (55 inches) 4K Ultra HD Smart LED Fire TV AB55U20PS (Black),"37,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0275170273RD8CN2JO9R&url=%2FAmazonBasics-139cm-inch-Ultra-Smart%2Fdp%2FB087JYRGDG%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-17-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_atf_next
23,Foxsky,Foxsky 80 cm (32 inches) HD Ready Smart LED TV 32FS-VS (Black),"10,499",Available," Tue, 9 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A051029137O6DN0HG39Y2&url=%2FFoxsky-inches-Smart-32FS-VS-Assistant%2Fdp%2FB08QX3FN4T%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-18-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_atf_next
24,Sony,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X74K (Black),"49,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-Google-KD-43X74K/dp/B09WN2CVMY/ref=sr_1_19?keywords=TV&qid=1659374132&sr=8-19
25,Sony,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),"91,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-Google-KD-65X74K/dp/B09WN3SRC7/ref=sr_1_20?keywords=TV&qid=1659374132&sr=8-20
26,eAirtec,eAirtec 102 cms (40 inches) HD Ready Smart LED TV 40DJSM (Black) (2022 Model),"12,500",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/eAirtec-inches-Ready-Smart-40DJSM/dp/B07MNH2VR8/ref=sr_1_21?keywords=TV&qid=1659374132&sr=8-21
27,Coocaa,Coocaa 108 cm (43 inches) Frameless Series Full HD Smart Certified Android IPS LED TV 43S7G (Black),"19,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Coocaa-Frameless-Certified-Android-43S7G/dp/B0B45Z3NNG/ref=sr_1_22?keywords=TV&qid=1659374132&sr=8-22
28,Hyundai,Hyundai 80 cm (32 inches) HD Ready Smart LED TV SMTHY32ECY1W (Black),"11,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Hyundai-inches-Ready-Smart-SMTHY32ECY1W/dp/B0B4VTQC4W/ref=sr_1_23?keywords=TV&qid=1659374132&sr=8-23
29,Sony,Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV KD-32W830K (Black) (2022 Model) | with Alexa Compatibility,"28,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-KD-32W830K-Compatibility/dp/B09WN5VV3V/ref=sr_1_24?keywords=TV&qid=1659374132&sr=8-24
30,Coocaa,Coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 43Y72 (Black),"29,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Coocaa-Frameless-Certified-Android-43Y72/dp/B0B45X78VR/ref=sr_1_25?keywords=TV&qid=1659374132&sr=8-25
31,TCL,TCL 139 cm (55 inches) 4K Ultra HD Certified Android Smart LED TV 55P617 (Black),"43,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/TCL-inches-Certified-Android-55P617/dp/B09V14Z2DJ/ref=sr_1_26?keywords=TV&qid=1659374132&sr=8-26
32,Samsung,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),"34,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05144742LUZ9MTU5UV2L&url=%2FSamsung-inches-Crystal-Ultra-UA43AUE65AKXXL%2Fdp%2FB0B15CPR37%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-27-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_mtf
33,Mi,Mi 138.8 cm (55 Inches) 4K Ultra HD Android Smart LED TV 4X | L55M5-5XIN (Black),"36,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05882931RZMYPHCD318E&url=%2FMi-138-8-Inches-Ultra-Android%2Fdp%2FB081Z1RQLV%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-28-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_mtf
34,Coocaa,Coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS LED TV 43S6G Pro (Black),"24,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Frameless-Certified-Android-43S6G-Pro/dp/B0B45YT3XQ/ref=sr_1_29?keywords=TV&qid=1659374132&sr=8-29
35,Karbonn,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design,"10,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Karbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less/dp/B0B466C3G4/ref=sr_1_30?keywords=TV&qid=1659374132&sr=8-30
36,Sony,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility,"53,190",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-KD-43X75K-Compatibility/dp/B09WN49Y8F/ref=sr_1_31?keywords=TV&qid=1659374132&sr=8-31
37,Sony,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X75K (Black) (2022 Model) | with Alexa Compatibility,"63,640",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-KD-50X75K-Compatibility/dp/B09WN5MKJN/ref=sr_1_32?keywords=TV&qid=1659374132&sr=8-32
38,Sony,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X80K (Black),"1,18,740",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-Google-KD-65X80K/dp/B09ZLPZ4ZY/ref=sr_1_33?keywords=TV&qid=1659374132&sr=8-33
39,Coocaa,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black),"39,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Coocaa-Frameless-Certified-Android-55Y72/dp/B0B45V22TX/ref=sr_1_34?keywords=TV&qid=1659374132&sr=8-34
40,iFFALCON,iFFALCON 126 cm (50 inches) 4K Ultra HD Smart Certified Android LED TV 50K72 (Black),"36,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/iFFALCON-inches-Ultra-Certified-Android/dp/B09X1KPWSB/ref=sr_1_35?keywords=TV&qid=1659374132&sr=8-35
41,Hyundai,Hyundai 109 cm (43 inches) Frameless Series Full HD Smart LED TV SMTHY43FHDB52VRYVT (Black),"23,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Hyundai-inches-Frameless-Smart-SMTHY43FHDB52VRYVT/dp/B0B49WJQ8F/ref=sr_1_36?keywords=TV&qid=1659374132&sr=8-36
42,Westinghouse,Westinghouse 106 cm (43 inches) Full HD Smart Certified Android LED TV WH43SP99 (Black),"17,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A001478215UHZAB2OTG9T&url=%2FWestinghouse-Inches-Certified-Android-WH43SP99%2Fdp%2FB09FY5J2LM%2Fref%3Dsr_1_37_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-37-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_btf
43,Hyundai,Hyundai 126 cm (50 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY50WSR4BYI5 (Black),"31,499",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0037677RLA8JCC3WOH7&url=%2FHyundai-inches-Frameless-Ultra-UHDHY50WSR4BYI5%2Fdp%2FB09RV754MN%2Fref%3Dsr_1_38_sspa%3Fkeywords%3DTV%26qid%3D1659374132%26sr%3D8-38-spons%26psc%3D1&qualifier=1659374132&id=8013044274136221&widgetName=sp_btf
44,AmazonBasics,AmazonBasics 127 cm (50 inches) 4K Ultra HD Smart LED Fire TV AB50U20PS (Black),"33,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A024575830PL4T9UA5DZH&url=%2FAmazonBasics-127cm-inch-Ultra-Smart%2Fdp%2FB087JYBBSR%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DTV%26qid%3D1659374215%26sr%3D8-33-spons%26psc%3D1&qualifier=1659374215&id=1270341017207587&widgetName=sp_atf_next
45,Hyundai,Hyundai 98 cm (39 inches) HD Ready Smart LED TV SMTHY40HD52TYW (Black),"19,369",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00375533Q8NTDIX8GN9F&url=%2FHyundai-inches-Ready-Smart-SMTHY40HD52TYW%2Fdp%2FB09SD9SLJT%2Fref%3Dsr_1_34_sspa%3Fkeywords%3DTV%26qid%3D1659374215%26sr%3D8-34-spons%26psc%3D1&qualifier=1659374215&id=1270341017207587&widgetName=sp_atf_next
46,Vu,Vu 126 cm (50 Inches) Premium 4K Series Smart Android LED TV 50PM (Grey) (2022 Model),"31,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/VU-Inches-Ultra-Android-50PM/dp/B088P13DWM/ref=sr_1_35?keywords=TV&qid=1659374215&sr=8-35
47,LG,LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceramic Black),"18,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/LG-inches-Ready-32LQ576BPSA-Ceramic/dp/B09YL9SN9B/ref=sr_1_36?keywords=TV&qid=1659374215&sr=8-36
48,AmazonBasics,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black),"13,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/AmazonBasics-80cm-inch-Smart-LED/dp/B087JX4TT4/ref=sr_1_37?keywords=TV&qid=1659374215&sr=8-37
49,Sony,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X74K (Black),"66,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Sony-Bravia-inches-Google-KD-55X74K/dp/B09WN26DG5/ref=sr_1_38?keywords=TV&qid=1659374215&sr=8-38
50,Redmi,Redmi 108 cm (43 inches) Android 11 Series Full HD Smart LED TV L43M6-RA/L43M7-RA (Black),"23,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Redmi-inches-Smart-L43M6-RA-Android/dp/B09G73T643/ref=sr_1_39?keywords=TV&qid=1659374215&sr=8-39
51,Hyundai,Hyundai 109 cm (43 inches) Frameless Series Full HD Smart LED TV SMTHY43FHDWSBYI5 (Black),"23,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Hyundai-inches-Frameless-Smart-SMTHY43FHDWSBYI5/dp/B0B4VWHNJW/ref=sr_1_40?keywords=TV&qid=1659374215&sr=8-40
52,OnePlus,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"25,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/OnePlus-inches-Smart-Android-Black/dp/B09Q5P2MT3/ref=sr_1_41?keywords=TV&qid=1659374215&sr=8-41
53,Samsung,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),"16,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Samsung-inches-Wondertainment-Ready-UA32TE40AAKBXL/dp/B08PV1X771/ref=sr_1_42?keywords=TV&qid=1659374215&sr=8-42
54,Hyundai,Hyundai 140 cm (55 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY55WSR4BYI5 (Black),"35,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00379891RV3WF4H3UCEV&url=%2FHyundai-inches-Frameless-Ultra-UHDHY55WSR4BYI5%2Fdp%2FB09RV714FS%2Fref%3Dsr_1_43_sspa%3Fkeywords%3DTV%26qid%3D1659374215%26sr%3D8-43-spons%26psc%3D1&qualifier=1659374215&id=1270341017207587&widgetName=sp_mtf
55,Auraaa,Auraaa 80 cm (32 inches) Smart Android 9.0 | Bluetooth | Google Voice Assistant | Play Store,"9,999",Available,August 3 - 5,10 Days Replacement,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0746159XHRTVL1WVSLY&url=%2FAuraaa-32-Smart-Bluetooth-Assistant%2Fdp%2FB0B71T9Z91%2Fref%3Dsr_1_44_sspa%3Fkeywords%3DTV%26qid%3D1659374215%26sr%3D8-44-spons%26psc%3D1&qualifier=1659374215&id=1270341017207587&widgetName=sp_mtf
56,Redmi,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),"27,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/Redmi-inches-Ultra-Android-L43R7-7AIN/dp/B09RFC46VP/ref=sr_1_45?keywords=TV&qid=1659374215&sr=8-45
57,iFFALCON,iFFALCON 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43U61 (Black),"22,990",Available," Wed, 3 Aug, 7:00 am - 9:00 pm",10 Days Replacement,"Yes, Upto Rs.2,050.00 off",https://www.amazon.in/iFFALCON-inches-Certified-Android-43U61/dp/B0995P5FGC/ref=sr_1_46?keywords=TV&qid=1659374215&sr=8-46
